Nauru,256,Countries2
Nepal,257,Countries2
Netherlands,258,Countries2
New Caledonia,259,Countries2
New Zealand,260,Countries2
Nicaragua,261,Countries2
Niger,262,Countries2
Nigeria,263,Countries2
Niue,264,Countries2
Norfolk Island,265,Countries2
Northern Mariana Islands,266,Countries2
Norway,267,Countries2
Oman,268,Countries2
Pakistan,269,Countries2
Palau,270,Countries2
Palestine Stateof,271,Countries2
Panama,272,Countries2
Papua New Guinea,273,Countries2
Paraguay,274,Countries2
Peru,275,Countries2
Philippines,276,Countries2
Pitcairn,277,Countries2
Poland,278,Countries2
Portugal,279,Countries2
Puerto Rico,280,Countries2
Qatar,281,Countries2
Republicof Serbia,282,Countries2
Reunion,283,Countries2
Russia Federation,284,Countries2
Rwanda,285,Countries2
Saint Barthlemy,286,Countries2
Saint Helena,287,Countries2
Saint Kitts Nevis,288,Countries2
Saint Lucia,289,Countries2
Saint Martin,290,Countries2
Saint Pierreand Miquelon,291,Countries2
Saint Vincentandthe Grenadines,292,Countries2
Samoa,293,Countries2
San Marino,294,Countries2
Sao Tomeand Principe,295,Countries2
Saudi Arabia,296,Countries2
Senegal,297,Countries2
Seychelles,298,Countries2
Sierra Leone,299,Countries2
Singapore,300,Countries2
Sint Maarten,301,Countries2
Slovakia,302,Countries2
Slovenia,303,Countries2
Solomon Islands,304,Countries2
Somalia,305,Countries2
South Africa,306,Countries2
South Georgia The South Sandwich Islands,307,Countries2
South Sudan,308,Countries2
Spain,309,Countries2
Sri Lanka,310,Countries2
Sudan,311,Countries2
Suriname,312,Countries2
Svalbardand Jan Mayen,313,Countries2
Swaziland,314,Countries2
Sweden,315,Countries2
Switzerland,316,Countries2
Syrian Arab Republic,317,Countries2
Taiwan,318,Countries2
Tajikistan,319,Countries2
Tanzania United Republicof,320,Countries2
Thailand,321,Countries2
Timor Leste,322,Countries2
Togo,323,Countries2
Tokelau,324,Countries2
Tonga,325,Countries2
Trinidadand Tobago,326,Countries2
Tunisia,327,Countries2
Turkey,328,Countries2
Turkmenistan,329,Countries2
Turksand Caicos Islands,330,Countries2
Tuvalu,331,Countries2
Uganda,332,Countries2
Ukraine,333,Countries2
United Arab Emirates,334,Countries2
United Kingdom,335,Countries2
United States,336,Countries2
United States Minor Outlying Islands,337,Countries2
Uruguay,338,Countries2
Uzbekistan,339,Countries2
Vanuatu,340,Countries2
Venezuela,341,Countries2
Vietnam,342,Countries2
Virgin Islands_ British,343,Countries2
Virgin Islands_ U S,344,Countries2
Wallisand Futuna,345,Countries2
Western Sahara,346,Countries2
Yemen,347,Countries2
Zambia,348,Countries2
Zimbabwe,349,Countries2
Minimum or another amount,350,CreditCardRepaymentTypes
Clear in full each month,351,CreditCardRepaymentTypes
_86400 Ltd,352,CreditInstitutions
Adelaide Bank,353,CreditInstitutions
AMP Bank Limited,354,CreditInstitutions
Arab Bank Australia Limited,355,CreditInstitutions
Archa Pty Ltd,356,CreditInstitutions
AUB Australian Unity Building Society IMB Ltd,357,CreditInstitutions
ANZ,358,CreditInstitutions
Australia Post,359,CreditInstitutions
Australian Central Credit Union Ltd Peoples Choice,360,CreditInstitutions
Australian Military Bank Limited,361,CreditInstitutions
Australian Settlements Limited,362,CreditInstitutions
Auswide Bank Ltd,363,CreditInstitutions
BE Limited,364,CreditInstitutions
Bananacoast Community Credit Union Limited,365,CreditInstitutions
Bank Australia Limited,366,CreditInstitutions
Bank of America National Association,367,CreditInstitutions
Bank of China,368,CreditInstitutions
Bank of China Australia Limited,369,CreditInstitutions
Bank of Communications Co Ltd Sydney Branch,370,CreditInstitutions
BOQ Bank of Queensland Limited,371,CreditInstitutions
BOQ Specialist,372,CreditInstitutions
Bank of SydneyLtd,373,CreditInstitutions
Bank of Tokyo Mitsubishi UFJ Ltd,374,CreditInstitutions
Bendigo and Adelaide Bank Limited,375,CreditInstitutions
Beyond Bank Australia Community CPS Australia Ltd,376,CreditInstitutions
Big Sky Building Society Limited,377,CreditInstitutions
BML Bank of Melbourne,378,CreditInstitutions
BNP Paribas,379,CreditInstitutions
BNP Paribas Securities Services,380,CreditInstitutions
Bank of Melbourne,381,CreditInstitutions
Bank SA,382,CreditInstitutions
Bankers Trust Australia,383,CreditInstitutions
Banktown City Credit Union Ltd Unity Bank Ltd,384,CreditInstitutions
Bankwest,385,CreditInstitutions
Broken Hill Community Credit Union Ltd,386,CreditInstitutions
Cairns Penny Savings Loans Ltd,387,CreditInstitutions
CAPE Credit Union Ltd,388,CreditInstitutions
Central Murray Credit Union Ltd,389,CreditInstitutions
Central West Credit Union Ltd,390,CreditInstitutions
Coastline Credit Union Ltd,391,CreditInstitutions
Community Alliance Credit Union Ltd,392,CreditInstitutions
Community Mutual Ltd,393,CreditInstitutions
Country First Credit Union Ltd,394,CreditInstitutions
Credit Union SA Ltd,395,CreditInstitutions
Capricornian Ltd,396,CreditInstitutions
Challenge Bank,397,CreditInstitutions
China Construction Bank Corporation Sydney Branch,398,CreditInstitutions
Citibank NA,399,CreditInstitutions
Citigroup Pty Limited,400,CreditInstitutions
CBA,401,CreditInstitutions
Community First Credit Union Limited,402,CreditInstitutions
CUA Credit Union Australia Limited,403,CreditInstitutions
Cuscal Limited,404,CreditInstitutions
Defence Bank Limited,405,CreditInstitutions
Delphi Bank,406,CreditInstitutions
Deutsche Bank Aktiengesellschaft,407,CreditInstitutions
Dnister Ukranian Credit Cooperative Ltd,408,CreditInstitutions
Douugh Pty Ltd,409,CreditInstitutions
ECU Australia Ltd Queensland Country CreditUnion,410,CreditInstitutions
EECU Limited Nexus Mutual,411,CreditInstitutions
Endeavour Mutual Bank Ltd,412,CreditInstitutions
Family First Credit Union Ltd,413,CreditInstitutions
Fire Service Credit Union Ltd,414,CreditInstitutions
Firefighters Affiliates Credit CoOperative Ltd,415,CreditInstitutions
First Choice Credit Union Ltd,416,CreditInstitutions
First Option Bank Limited,417,CreditInstitutions
GC Mutual Bank Limited,418,CreditInstitutions
Gateway Bank Limited,419,CreditInstitutions
Geelong Bank Ford CoOperative Credit Society Ltd,420,CreditInstitutions
Goulburn Murray Credit Union Cooperative Ltd,421,CreditInstitutions
Greater Bank Ltd,422,CreditInstitutions
Heritage Bank Limited,423,CreditInstitutions
Heritage Isle Credit Union Ltd,424,CreditInstitutions
Holiday Coast Credit Union Ltd,425,CreditInstitutions
Home Building Society,426,CreditInstitutions
Hongkong Shanghai Banking Corporation Limited,427,CreditInstitutions
Horizon Credit Union Ltd,428,CreditInstitutions
Hubter United Employees Credit Union Ltd,429,CreditInstitutions
HSBC Bank Australia Limited,430,CreditInstitutions
Hume Bank Limited,431,CreditInstitutions
IMB Ltd IMB Bank,432,CreditInstitutions
Indue Ltd,433,CreditInstitutions
Industrial and Commercial Bank of China Limited,434,CreditInstitutions
ING,435,CreditInstitutions
ING BankNV Sydney Branch,436,CreditInstitutions
JP Morgan Chase Bank National Association,437,CreditInstitutions
Judo Bank Pty Ltd,438,CreditInstitutions
Laboratories Credit Union Limited,439,CreditInstitutions
Lysaght Credit Union Limited,440,CreditInstitutions
Macarthur Credit Union Limited,441,CreditInstitutions
Macquarie Bank,442,CreditInstitutions
Macquarie Credit Union Limited,443,CreditInstitutions
Maitl and Mutual Building Society Limited,444,CreditInstitutions
Maritime Mining Power Credit Union Ltd,445,CreditInstitutions
Mega International Commercial Bank Co Ltd,446,CreditInstitutions
ME Members Equity Bank Pty Limited,447,CreditInstitutions
Mizuho Bank Ltd,448,CreditInstitutions
My Life My Finance Limited,449,CreditInstitutions
My State Bank The Rock,450,CreditInstitutions
NAB,451,CreditInstitutions
Newcastle Permanent Building Society Ltd,452,CreditInstitutions
Northern Inland Credit Union Ltd,453,CreditInstitutions
Nova Mutual Limited,454,CreditInstitutions
Orange Credit Union Ltd,455,CreditInstitutions
Oversea Chinese Banking Corporation Limited,456,CreditInstitutions
Pelikin Holdings Limited,457,CreditInstitutions
Police Nurses Limited PN Bank,458,CreditInstitutions
Police Bank Ltd,459,CreditInstitutions
Police Credit Union Ltd,460,CreditInstitutions
Police Financial Services Ltd Bank Vic,461,CreditInstitutions
Pulse Credit Union Ltd,462,CreditInstitutions
QPay,463,CreditInstitutions
QPCU Limited QBank,464,CreditInstitutions
Qudos Bank,465,CreditInstitutions
Rabobank Australia Limited,466,CreditInstitutions
RACQ Bank,467,CreditInstitutions
My MOVE Railways Credit Union Limited,468,CreditInstitutions
Regional Australia Bank Community MutualLtd,469,CreditInstitutions
Revolut,470,CreditInstitutions
St George Bank,471,CreditInstitutions
Southern Cross Credit Union Ltd,472,CreditInstitutions
South West Slopes Credit Union Ltd,473,CreditInstitutions
South West Credit Union Cooperative Ltd,474,CreditInstitutions
State Street Bank and Trust Company,475,CreditInstitutions
Sumitomo Mitsui Banking Corporation,476,CreditInstitutions
Summerland Credit Union Ltd,477,CreditInstitutions
Suncorp Metway Limited,478,CreditInstitutions
Sydney Credit Union Ltd,479,CreditInstitutions
TC Town Country Bank,480,CreditInstitutions
Taiwan Business Bank,481,CreditInstitutions
Teachers Mutual Bank Limited,482,CreditInstitutions
Traditional Credit Union Ltd,483,CreditInstitutions
Transport Mutual Credit Union Ltd,484,CreditInstitutions
Tyro Payments Limited,485,CreditInstitutions
UBank,486,CreditInstitutions
UBSAG Australia Branch,487,CreditInstitutions
United Overseas Bank Limited,488,CreditInstitutions
Uniting Financial Services,489,CreditInstitutions
Up,490,CreditInstitutions
Victoria Teachers LimitedBank First,491,CreditInstitutions
Volt Bank Ltd,492,CreditInstitutions
Warwick CreditUnion Ltd,493,CreditInstitutions
WAW Credit Union Cooperative Ltd,494,CreditInstitutions
Westpac,495,CreditInstitutions
Woolworths Employees Credit Union Ltd,496,CreditInstitutions
Xinja Bank Ltd,497,CreditInstitutions
Other,498,CreditInstitutions
ATO Tax debt,499,DebtTypes
Centerlink debt,500,DebtTypes
Identification,501,DocumentCategories
Disclosures & Contents,502,DocumentCategories
Property Security,503,DocumentCategories
Assets,504,DocumentCategories
Liabilities,505,DocumentCategories
PAYG Salary / Wage Income,506,DocumentCategories
Living Expenses,507,DocumentCategories
Other Income,508,DocumentCategories
Property Report,509,DocumentCategories
Suburb Report,510,DocumentCategories
Awaiting Upload,511,DocumentStatuses
Pending Back Office Approval,513,DocumentStatuses
Accepted,514,DocumentStatuses
Rejected,515,DocumentStatuses
Full Doc,516,DocumentationTypes
Alt Doc,517,DocumentationTypes
Accomodation and Food Services,518,EmploymentIndustries
Administrative and Support Services,519,EmploymentIndustries
Agriculture|| Forestry and Fishing,520,EmploymentIndustries
Arts and Recreation Services,521,EmploymentIndustries
Construction,522,EmploymentIndustries
Education and Training,523,EmploymentIndustries
Electricity|| Gas|| Water and Waste Services,524,EmploymentIndustries
Financial and Insurance Services,525,EmploymentIndustries
Health Care and Social Assistance,526,EmploymentIndustries
Information Media and Telecommunications,527,EmploymentIndustries
Manufacturing,528,EmploymentIndustries
Mining,529,EmploymentIndustries
Professional|| Scientific and Technical Services,530,EmploymentIndustries
Public Administration and Safety,531,EmploymentIndustries
Rental|| Hiring and Real Estate Services,532,EmploymentIndustries
Retail Trade,533,EmploymentIndustries
Transport Postal and Warehousing,534,EmploymentIndustries
Wholesale Trade,535,EmploymentIndustries
Other Services,536,EmploymentIndustries
Clerical or Administrative Worker,579,EmploymentRoles
Community or Personal Services Worker,580,EmploymentRoles
Labourer,581,EmploymentRoles
Machinery Operator or Driver,582,EmploymentRoles
Manager,583,EmploymentRoles
Professional,584,EmploymentRoles
Sales Worker,585,EmploymentRoles
Technical or Trade Workers,586,EmploymentRoles
Full time PAYG employee,587,EmploymentTypes
Part time PAYG employee,588,EmploymentTypes
Casual PAYG employee,589,EmploymentTypes
Contract PAYG employee,590,EmploymentTypes
Self-employed (sole trader),591,EmploymentTypes
Unemployed,592,EmploymentTypes
Other,593,EmploymentTypes
PAYG,594,EmploymentTypes
Between jobs,595,EmploymentTypes
Retired,596,EmploymentTypes
Home duties,597,EmploymentTypes
Student,598,EmploymentTypes
Social benefits,599,EmploymentTypes
Person,600,EntityTypes
Security,601,EntityTypes
Income,602,EntityTypes
Expense,603,EntityTypes
Assets,604,EntityTypes
Liability,605,EntityTypes
Buying Shares,606,EquityReleaseReasons
Minor property renovations,607,EquityReleaseTypes
Cash out for personal use,608,EquityReleaseTypes
Cash out for business or other investment purposes,610,EquityReleaseTypes
Cash out for property investment purposes,611,EquityReleaseTypes
Owner Occupied Property - Residential Mortgage Loan Payments,613,ExpenseDebtDetailTypes
Investment Property - Residential Mortgage Loan Payments,614,ExpenseDebtDetailTypes
Card Payments,615,ExpenseDebtDetailTypes
Vehicle Payments,616,ExpenseDebtDetailTypes
Personal Loan Payments,617,ExpenseDebtDetailTypes
Overdraft Payments,618,ExpenseDebtDetailTypes
Owner Occupied Property - Residential Mortgage Loan Payments,619,ExpenseDebtTypes
Investment Property - Residential Mortgage Loan Payments,620,ExpenseDebtTypes
Investment Property - Commercial Mortgage Loan Payments,621,ExpenseDebtTypes
Card Payments,622,ExpenseDebtTypes
Vehicle Payments,623,ExpenseDebtTypes
Personal Loan Payments,624,ExpenseDebtTypes
Overdraft Payments,625,ExpenseDebtTypes
Margin Loan Payments,626,ExpenseDebtTypes
Other,627,ExpenseDebtTypes
ATO tax debt or Centrelink debt Repayments,628,ExpenseDebtTypes
Child Support,629,ExpenseLivingDetailTypes
Spousal Maintenance,630,ExpenseLivingDetailTypes
Children's Retail,631,ExpenseLivingDetailTypes
Department Stores,632,ExpenseLivingDetailTypes
Personal Care,633,ExpenseLivingDetailTypes
Childcare,634,ExpenseLivingDetailTypes
Education,635,ExpenseLivingDetailTypes
Private School Fees,636,ExpenseLivingDetailTypes
Groceries,637,ExpenseLivingDetailTypes
Pet Care,638,ExpenseLivingDetailTypes
Insurance,639,ExpenseLivingDetailTypes
Investment Property Expenses,640,ExpenseLivingDetailTypes
Health,641,ExpenseLivingDetailTypes
Telecommunications,642,ExpenseLivingDetailTypes
Subscription TV,643,ExpenseLivingDetailTypes
Online Retail and Subscription Services,644,ExpenseLivingDetailTypes
Travel,645,ExpenseLivingDetailTypes
Dining Out,646,ExpenseLivingDetailTypes
Entertainment,647,ExpenseLivingDetailTypes
Gyms and Other Memberships,648,ExpenseLivingDetailTypes
Rent,649,ExpenseLivingDetailTypes
Board,650,ExpenseLivingDetailTypes
Transport,651,ExpenseLivingDetailTypes
Automotive,652,ExpenseLivingDetailTypes
Utilities,653,ExpenseLivingDetailTypes
Government and Council Services,654,ExpenseLivingDetailTypes
Gambling Expenditure,655,ExpenseLivingDetailTypes
Retail Monthly,656,ExpenseLivingDetailTypes
Home Improvement,657,ExpenseLivingDetailTypes
Donations,658,ExpenseLivingDetailTypes
Superannuation Debits,659,ExpenseLivingDetailTypes
Uncategorised Debits,660,ExpenseLivingDetailTypes
Fees,661,ExpenseLivingDetailTypes
Direct Debits,662,ExpenseLivingDetailTypes
Advertising for tenants,663,ExpenseLivingPropertyDetailTypes
Body corporate / strata fees,664,ExpenseLivingPropertyDetailTypes
Council rates,665,ExpenseLivingPropertyDetailTypes
Water rates and charges,666,ExpenseLivingPropertyDetailTypes
Property management fees and commissions,667,ExpenseLivingPropertyDetailTypes
Garden and pool maintenance costs,668,ExpenseLivingPropertyDetailTypes
Pest control costs,669,ExpenseLivingPropertyDetailTypes
Pool maintenance costs,670,ExpenseLivingPropertyDetailTypes
Building and public liability insurance,671,ExpenseLivingPropertyDetailTypes
Landlords insurance,672,ExpenseLivingPropertyDetailTypes
Repairs and maintenance costs,673,ExpenseLivingPropertyDetailTypes
Land tax,674,ExpenseLivingPropertyDetailTypes
Other,675,ExpenseLivingPropertyDetailTypes
Child Support and Spousal Maintenance,676,ExpenseLivingTypes
Clothing & Personal Care,677,ExpenseLivingTypes
Education & Childcare,678,ExpenseLivingTypes
Food & Groceries,679,ExpenseLivingTypes
Insurance,680,ExpenseLivingTypes
Investment Property Expenses,681,ExpenseLivingTypes
Medical & Health,682,ExpenseLivingTypes
Phone|| Internet & Media,683,ExpenseLivingTypes
Recreation & Entertainment,684,ExpenseLivingTypes
Rent & Board,685,ExpenseLivingTypes
Transport,686,ExpenseLivingTypes
Primary Residence Utilities and Running Costs,687,ExpenseLivingTypes
Other Regular Expenses,688,ExpenseLivingTypes
Debt Expense,689,ExpenseTypes
Living Expense,690,ExpenseTypes
Equityinland,691,FinancialSources
Personalsavings,692,FinancialSources
Equityinexistingproperty,693,FinancialSources
Proceedsfromsaleofaproperty,694,FinancialSources
Proceedsfromsaleofinvestmentsassets,695,FinancialSources
Gift,696,FinancialSources
Inheritance,697,FinancialSources
Loanfromfamilyorfriends,698,FinancialSources
First Home Owners Grant,699,FinancialSources
Other,700,FinancialSources
Term Deposit,701,FinancialSources
Cashat Bank,702,FinancialSources
Deposit Paid,703,FinancialSources
Private Loan_iefromfamilyoffriends,704,FinancialSources
Fixed Interest Investment_bondsdebenturestermdepositsetc,705,FinancialSources
Listed Securitiesor Managed Funds_sharesmanagedfunds E T Fsetc,706,FinancialSources
Neutral,707,GoodBadDisplay
Good,708,GoodBadDisplay
Warn,709,GoodBadDisplay
Bad,710,GoodBadDisplay
Drivers License,711,IdentificationTypes
Australian Passport,712,IdentificationTypes
Foreign Passport,713,IdentificationTypes
Identity not verified,714,IdentityVerificationLevels
Identity not verified,715,IdentityVerificationLevels
Meets AUSTRAC standard,716,IdentityVerificationLevels
Meets ARNECC standard,717,IdentityVerificationLevels
PAYG Salary or Wages,718,IncomeSubTypes
Self-employed Net Profit,719,IncomeSubTypes
Self-employed Interest,720,IncomeSubTypes
Self-employed Add-backs,721,IncomeSubTypes
Self-employed Depreciaton,722,IncomeSubTypes
Bonuses,723,IncomeSubTypes
Commissions,724,IncomeSubTypes
Regular Overtime,725,IncomeSubTypes
Shift Allowance,726,IncomeSubTypes
Car Allowance,727,IncomeSubTypes
Other Work Allowance,728,IncomeSubTypes
Other Employment Income,729,IncomeSubTypes
Family Tax Benefit - Part A and B,730,IncomeSubTypes
Government Pension,731,IncomeSubTypes
Other,732,IncomeSubTypes
Corporate Bonds,733,IncomeSubTypes
Cryptocurrency,734,IncomeSubTypes
Debentures,735,IncomeSubTypes
Derivatives,736,IncomeSubTypes
Exchange Traded Fund,737,IncomeSubTypes
Government Bonds,738,IncomeSubTypes
Hedge Funds,739,IncomeSubTypes
Hybrid Securities,740,IncomeSubTypes
Interest Rate Securities,741,IncomeSubTypes
Listed Company Shares,742,IncomeSubTypes
Listed Investment Company (LIC) Dividends,743,IncomeSubTypes
Managed Funds,744,IncomeSubTypes
Real Estate Investment Trust,745,IncomeSubTypes
Spousal Maintenance,746,IncomeSubTypes
Child Support,747,IncomeSubTypes
Other,748,IncomeSubTypes
Foreign Income,749,IncomeSubTypes
Non-Taxable Income,750,IncomeSubTypes
Other,751,IncomeSubTypes
Paid Parental Leave,752,IncomeSubTypes
Employer Maternity Leave,753,IncomeSubTypes
Account-based Pension,754,IncomeSubTypes
Allocated Pension,755,IncomeSubTypes
Lifetime Annuity,756,IncomeSubTypes
Other,757,IncomeSubTypes
Net,758,IncomeTaxTypes
Gross,759,IncomeTaxTypes
Savings and Cash,760,IncomeTypes
Investment,761,IncomeTypes
Retirement Income,762,IncomeTypes
Government Benefits,763,IncomeTypes
Maintenance / Child support,764,IncomeTypes
Other Income,765,IncomeTypes
Employment,766,IncomeTypes
Rental Income,767,IncomeTypes
Fixed,768,InterestTypes
Variable,769,InterestTypes
Both,770,InterestTypes
Keep the credit or store card at its current credit limit,771,LiabilityCardRepaymentType
Keep the credit card or store card and reduce my credit limit,772,LiabilityCardRepaymentType
Close the credit card or store card account altogether,773,LiabilityCardRepaymentType
Credit or Store Cards,774,LiabilityTypes
Vehicle lease,775,LiabilityTypes
Personal loan,776,LiabilityTypes
Personal Overdraft,777,LiabilityTypes
HECS / HELP debt,778,LiabilityTypes
ATO or Centerlink debt,779,LiabilityTypes
Other liability,780,LiabilityTypes
Residential owner occupied mortgage,781,LiabilityTypes
Residential investment mortgage,782,LiabilityTypes
Commercial owner occupied mortgage,783,LiabilityTypes
Commercial investment mortgage,784,LiabilityTypes
Margin loan,785,LiabilityTypes
Own my home|| with a mortgage,786,LivingSituations
Own my home|| with no mortgage,787,LivingSituations
Renting,788,LivingSituations
